1,Hoàn Kiếm
2,Ba Đình
3,Đống Đa
4,Hai Bà Trưng
5,Thanh Xuân
6,Tây Hồ
7,Cầu Giấy
8,Hoàng Mai
9,Long Biên
10,Đông Anh
11,Gia Lâm
12,Sóc Sơn
13,Thanh Trì
14,Nam Từ Liêm
15,Hà Đông
16,Sơn Tây
17,Mê Linh
18,Ba Vì
19,Phúc Thọ
20,Đan Phượng
21,Hoài Đức
22,Quốc Oai
23,Thạch Thất
24,Chương Mỹ
25,Thanh Oai
26,Thường Tín
27,Phú Xuyên
28,Ứng Hòa
29,Mỹ Đức
30,Đồ Sơn
31,Dương Kinh
32,Hải An
33,Hồng Bàng
34,Kiến An
35,Lê Chân
36,Ngô Quyền
37,An Dương
38,An Lão
39,Bạch Long Vĩ
40,Cát Hải
41,Kiến Thụy
42,Thủy Nguyên
43,Tiên Lãng
44,Vĩnh Bảo
45,Cẩm Lệ
46,Hải Châu
47,Liên Chiểu
48,Ngũ Hành Sơn
49,Sơn Trà
50,Thanh Khê
51,Hòa Vang
52,Hoàng Sa
53,Quận 1
54,Quận 2
55,Quận 3
56,Quận 4
57,Quận 5
58,Quận 6
59,Quận 7
60,Quận 8
61,Quận 9
62,Quận 10
63,Quận 11
64,Quận 12
65,Bình Tân
66,Bình Thạnh
67,Gò Vấp
68,Phú Nhuận
69,Tân Bình
70,Tân Phú
71,Thủ Đức
72,Bình Chánh
73,Cần Giờ
74,Củ Chi
75,Hóc Môn
76,Nhà Bè
77,Cờ Đỏ
78,Phong Điền
79,Thốt Nốt
80,Vĩnh Thạnh
81,Bình Thủy
82,Cái Răng
83,Ninh Kiều
84,Ô Môn
85,An Phú
86,Châu Phú
87,Châu Thành
88,Chợ Mới
89,Tri Tôn
90,Phú Tân
91,Tân Châu
92,Thoại Sơn
93,Tịnh Biên
94,Long Xuyên
95,Châu Đốc
96,Châu Đức
97,Côn Đảo
98,Đất Đỏ
99,Long Điền
100,Tân Thành
101,Xuyên Mộc
102,Vũng Tàu
103,Bà Rịa
104,Hiệp Hòa
105,Lạng Giang
106,Lục Nam
107,Lục Ngạn
108,Sơn Động
109,Tân Yên
110,Việt Yên
111,Yên Dũng
112,Yên Thế
113,Bắc Giang
114,Ba Bể
115,Bạch Thông
116,Chợ Đồn
117,Chợ Mới
118,Na Rì
119,Ngân Sơn
120,Pác Nặm
121,Bắc Kạn
122,Đông Hải
123,Giá Rai
124,Hòa Bình
125,Hồng Dân
126,Phước Long
127,Vĩnh Lợi
128,Bạc Liêu
129,Gia Bình
130,Lương Tài
131,Quế Võ
132,Thuận Thành
133,Tiên Du
134,Từ Sơn
135,Yên Phong
136,Bắc Ninh
137,Ba Tri
138,Bình Đại
139,Châu Thành
140,Chợ Lách
141,Giồng Trôm
143,Thạnh Phú
144,Bến Tre
145,An Lão
146,An Nhơn
147,Hoài Ân
148,Hoài Nhơn
149,Phù Cát
150,Phù Mỹ
151,Tây Sơn
152,Tuy Phước
153,Vân Canh
154,Vĩnh Thạnh
155,Quy Nhơn
156,Bến Cát
157,Dầu Tiếng
158,Dĩ An
159,Phú Giáo
160,Tân Uyên
161,Thuận An
163,Thủ Dầu Một
164,Bình Long
165,Bù Đăng
166,Bù Đốp
167,Chơn Thành
168,Đồng Phú
169,Lộc Ninh
170,Phước Long
171,Đồng Xoài
172,Bắc Bình
173,Đảo Phú Quý
174,Đức Linh
175,Hàm Tân
176,Hàm Thuận Bắc
177,Hàm Thuận Nam
178,Tánh Linh
179,Tuy Phong
181,Phan Thiết
182,La Gi
183,Cái Nước
184,Đầm Dơi
185,Năm Căn
186,Ngọc Hiển
187,Phú Tân
188,Thới Bình
189,Trần Văn Thời
190,U Minh
191,Cà Mau
192,Bảo Lạc
193,Bảo Lâm
194,Hạ Lang
195,Hà Quảng
196,Hòa An
197,Nguyên Bình
198,Phục Hòa
199,Quảng Uyên
200,Thạch An
201,Thông Nông
202,Trà Lĩnh
203,Trùng Khánh
204,Cao Bằng
205,Buôn Đôn
206,Cư Kuin
207,Cư M'gar
208,Ea H'Leo
209,Ea Kar
210,Ea Súp
211,Krông Ana
212,Krông Bông
213,Krông Buk
214,Krông Năng
215,Krông Pắc
216,Lăk
217,M'Đrăk
218,Buôn Ma Thuột
219,Cư Jút
220,Dăk GLong
221,Dăk Mil
222,Dăk R'Lấp
223,Dăk Song
224,Krông Nô
225,Tuy Đức
226,Gia Nghĩa
227,Điện Biên
228,Điện Biên Đông
229,Mường Ảng
230,Mường Chà
231,Mường Nhé
232,Tủa Chùa
233,Tuần Giáo
234,Điện Biên Phủ
235,Mường Lay
236,Cẩm Mỹ
237,Định Quán
238,Long Thành
239,Nhơn Trạch
240,Tân Phú
241,Thống Nhất
242,Trảng Bom
243,Vĩnh Cửu
244,Xuân Lộc
245,Biên Hòa
246,Long Khánh
247,Huyện Cao Lãnh
248,Châu Thành
249,Hồng Ngự
250,Lai Vung
251,Lấp Vò
252,Tam Nông
